playerID,yearID
biggicr01,1995
biggicr01,1996
biggicr01,1997
biggicr01,1998
billich01,2009
billija01,1973
biotch01,1940
blackch02,2014
blackch02,2017
blackch02,2018
blackch02,2019
blackew01,1946
blackew01,1947
blackew01,1948
blackew01,1949
blackew01,1950
blackew01,1951
blackjo02,1947
blackjo02,1948
blackpa01,2022
blairpa01,1969
blairpa01,1973
blaloha01,2003
blaloha01,2004
blanche02,1942
blantcy01,1937
blantcy01,1941
blasido01,1958
blassst01,1972
blausje01,1993
blausje01,1997
bluegos01,1935
bluevi01,1971
bluevi01,1975
bluevi01,1977
bluevi01,1978
bluevi01,1980
bluevi01,1981
blylebe01,1973
blylebe01,1985
bochtbr01,1979
boddimi01,1984
bogaexa01,2016
bogaexa01,2019
bogaexa01,2021
bogaexa01,2022
boggswa01,1985
boggswa01,1986
boggswa01,1987
boggswa01,1988
boggswa01,1989
boggswa01,1990
boggswa01,1991
boggswa01,1992
boggswa01,1993
boggswa01,1994
boggswa01,1995
boggswa01,1996
bohmal01,2024
bollifr01,1961
bollifr01,1961
bollifr01,1962
bollifr01,1962
bondsba01,1990
bondsba01,1992
bondsba01,1993
bondsba01,1994
bondsba01,1995
bondsba01,1996
bondsba01,1997
bondsba01,1998
bondsba01,2000
bondsba01,2001
bondsba01,2002
bondsba01,2003
bondsba01,2004
bondsba01,2007
bondsbo01,1971
bondsbo01,1973
bondsbo01,1975
bonesri01,1994
bonhati01,1942
bonhati01,1943
bonilbo01,1988
bonilbo01,1989
bonilbo01,1990
bonilbo01,1991
bonilbo01,1993
bonilbo01,1995
booneaa01,2003
boonebo01,1976
boonebo01,1978
boonebo01,1979
boonebo01,1983
boonebr01,1998
boonebr01,2001
boonebr01,2003
boonele01,1940
boonera01,1954
boonera01,1956
bordimi01,2000
borowha01,1944
borowha01,1945
bostoly02,1941
bottari01,1996
botteke01,1999
boudrlo01,1940
boudrlo01,1941
boudrlo01,1942
boudrlo01,1943
boudrlo01,1944
boudrlo01,1945
boudrlo01,1947
boudrlo01,1948
bournmi01,2010
bournmi01,2012
boutoji01,1963
bowala01,1974
bowala01,1975
bowala01,1976
bowala01,1978
bowala01,1979
boxbebr01,2015
boydbo01,1947
boydbo01,1948
boydma01,2025
boyerke01,1956
boyerke01,1959
boyerke01,1959
boyerke01,1960
boyerke01,1960
boyerke01,1961
boyerke01,1961
boyerke01,1962
boyerke01,1962
boyerke01,1963
boyerke01,1964
brachbr01,2016
bradlja02,2016
bradlmi01,2008
bradlph01,1985
brancra01,1947
brancra01,1948
brancra01,1949
brandja01,1961
brandja01,1961
brantje01,1990
brantmi02,2014
brantmi02,2017
brantmi02,2018
brantmi02,2019
brantmi02,2021
braunry02,2008
braunry02,2009
braunry02,2010
braunry02,2012
braunry02,2015
brechha01,1947
brechha01,1948
bregmal01,2018
bregmal01,2019
bregmal01,2025
bremeeu01,1940
bremeeu01,1940
bremeeu01,1942
bremeeu01,1944
bremeeu01,1945
brenlbo01,1984
bressed01,1964
brettge01,1976
brettge01,1977
brettge01,1978
brettge01,1979
brettge01,1980
brettge01,1981
brettge01,1982
brettge01,1983
brettge01,1984
brettge01,1985
brettge01,1986
brettge01,1987
brettge01,1988
brettke01,1974
brewech02,1934
brewech02,1947
breweji01,1973
breweto01,1956
bridgro01,1958
bridgto01,1934
bridgto01,1935
bridgto01,1936
bridgto01,1937
bridgto01,1939
bridgto01,1940
brinked01,1973
brisslo01,1949
brittge01,1933
brittza01,2015
brittza01,2016
brocklo01,1967
brocklo01,1971
brocklo01,1972
brocklo01,1974
brocklo01,1975
brocklo01,1979
brookam01,1943
brookam01,1944
brookhu01,1986
brookhu01,1987
brosisc01,1998
brownba02,1937
brownba02,1938
brownba02,1942
brownba02,1946
brownch02,1986
browndo01,2013
brownhu01,2025
brownje03,1940
brownji03,1942
brownjo07,1946
brownke01,1992
brownke01,1996
brownke01,1997
brownke01,1998
brownke01,2000
brownke01,2003
brownla02,1933
brownla02,1934
brownla02,1938
brownla02,1939
brownla02,1939
brownla02,1940
brownla02,1941
brownma01,1938
brownra99,1935
brownra99,1940
browntj01,1942
brownto05,1991
brownwi02,1936
brownwi02,1937
brownwi02,1942
brownwi02,1943
brownwi02,1943
brownwi02,1948
broxtjo01,2009
broxtjo01,2010
bruceja01,2011
bruceja01,2012
bruceja01,2016
brunato01,1985
brutoja01,1940
bryankr01,2015
bryankr01,2016
bryankr01,2019
bryankr01,2021
bubickr01,2025
buchhcl01,2010
buchhcl01,2013
buckjo01,2010
bucknbi01,1981
buehlwa01,2019
buehlwa01,2021
buehrma01,2002
buehrma01,2005
buehrma01,2006
buehrma01,2009
buehrma01,2014
bufordo01,1971
buhlbo01,1960
buhlbo01,1960
buhneja01,1996
bumbral01,1980
bumgama01,2013
bumgama01,2014
bumgama01,2015
bumgama01,2016
bunniji01,1957
bunniji01,1959
bunniji01,1961
bunniji01,1961
bunniji01,1962
bunniji01,1963
bunniji01,1964
bunniji01,1966
burdele01,1957
burdele01,1959
burdele01,1959
burgesm01,1954
burgesm01,1955
burgesm01,1959
burgesm01,1959
burgesm01,1960
burgesm01,1960
burgesm01,1961
burgesm01,1961
burgesm01,1964
burgmto01,1980
burkejo03,1993
burkejo03,2001
burketi01,1989
burksel01,1990
burksel01,1996
burleri01,1977
burleri01,1978
burleri01,1979
burleri01,1981
burneaj01,2015
burneco01,2021
burneco01,2022
burneco01,2023
burneco01,2024
burnije01,1999
burnsbr01,1981
burroje01,1974
burroje01,1978
busbyji01,1951
busbyst01,1974
busbyst01,1975
butlebi03,2012
butlebr01,1991
buttsto01,1940
buttsto01,1944
buttsto01,1946
buttsto01,1947
buttsto01,1948
buxtoby01,2022
buxtoby01,2025
byassu01,1936
byassu01,1937
byrdbi01,1936
byrdbi01,1939
byrdbi01,1941
byrdbi01,1943
byrdbi01,1944
byrdbi01,1945
byrdbi01,1946
byrdma01,2010
byrdpa01,1999
byrneto01,1950
cabreas01,2011
cabreas01,2012
cabreev01,2013
cabreme01,2012
cabremi01,2004
cabremi01,2005
cabremi01,2006
cabremi01,2007
cabremi01,2010
cabremi01,2011
cabremi01,2012
cabremi01,2013
cabremi01,2014
cabremi01,2015
cabremi01,2016
cabremi01,2022
cahiltr01,2010
cainlo01,2015
cainlo01,2018
cainma01,2009
cainma01,2011
cainma01,2012
caldeiv01,1991
calhole01,1940
calhole01,1940
callijo01,1962
callijo01,1962
callijo01,1964
callijo01,1965
camermi01,2001
camildo01,1939
camildo01,1941
caminju01,2025
caminke01,1994
caminke01,1996
caminke01,1997
campabe01,1968
campabe01,1972
campabe01,1973
campabe01,1974
campabe01,1975
campabe01,1977
camparo01,1941
camparo01,1944
camparo01,1945
camparo01,1949
camparo01,1950
camparo01,1951
camparo01,1952
camparo01,1953
camparo01,1954
camparo01,1955
camparo01,1956
campbbi02,1977
candejo01,1977
canizav01,1945
cannawa01,1938
cannich01,1969
canoro01,2006
canoro01,2010
canoro01,2011
canoro01,2012
canoro01,2013
canoro01,2014
canoro01,2016
canoro01,2017
canoye01,2023
cansejo01,1986
cansejo01,1988
cansejo01,1989
cansejo01,1990
cansejo01,1992
cansejo01,1999
cappsma01,2010
caprabu01,1974
capuach01,2006
cardele01,1964
cardele01,1965
cardele01,1966
cardele01,1968
cardele01,1971
carewro01,1967
carewro01,1968
carewro01,1969
carewro01,1970
carewro01,1971
carewro01,1972
carewro01,1973
carewro01,1974
carewro01,1975
carewro01,1976
carewro01,1977
carewro01,1978
carewro01,1979
carewro01,1980
carewro01,1981
carewro01,1982
carewro01,1983
carewro01,1984
carltst01,1968
carltst01,1969
carltst01,1971
carltst01,1972
carltst01,1974
carltst01,1977
carltst01,1979
carltst01,1980
carltst01,1981
carltst01,1982
carmofa01,2010
carpech01,2005
carpech01,2006
carpech01,2010
carpema01,2013
carpema01,2014
carpema01,2016
carrach01,1951
carrach01,1953
carrach01,1954
carrach01,1955
carrocl02,1971
carrocl02,1972
carroco02,2023
carroco02,2025
cartega01,1975
cartega01,1979
cartega01,1980
cartega01,1981
cartega01,1982
cartega01,1983
cartega01,1984
cartega01,1985
cartega01,1986
cartega01,1987
cartega01,1988
cartejo01,1991
cartejo01,1992
cartejo01,1993
cartejo01,1994
cartejo01,1996
cartela02,2003
cartema01,1939
cartema01,1942
cartesp01,1947
cartesp01,1948
cartyri01,1970
casanpa01,1967
casege01,1939
casege01,1943
casege01,1944
casege01,1945
caseyse01,1999
caseyse01,2001
caseyse01,2004
cashbi01,1948
cashda01,1974
cashda01,1975
cashda01,1976
cashno01,1961
cashno01,1961
cashno01,1966
cashno01,1971
cashno01,1972
casteni01,2021
casteni01,2023
castilu01,2002
castilu01,2003
castilu01,2005
castilu02,2019
castilu02,2022
castilu02,2023
castivi02,1995
castivi02,1998
castrja01,2013
castrst01,2011
castrst01,2012
castrst01,2014
castrst01,2017
castrwi01,2024
caudibi01,1984
cavarph01,1944
cavarph01,1945
cavarph01,1946
cavarph01,1947
cecilbr01,2013
cedence01,1972
cedence01,1973
cedence01,1974
cedence01,1976
cepedor01,1959
cepedor01,1959
cepedor01,1960
cepedor01,1960
cepedor01,1961
cepedor01,1961
cepedor01,1962
cepedor01,1962
cepedor01,1963
cepedor01,1964
cepedor01,1967
cervbo01,1958
cespeyo01,2014
cespeyo01,2016
ceyro01,1974
ceyro01,1975
ceyro01,1976
ceyro01,1977
ceyro01,1978
ceyro01,1979
chacosh01,2003
chalkda01,1974
chalkda01,1975
chambch01,1976
chancde01,1964
chancde01,1967
chandsp01,1942
chandsp01,1943
chandsp01,1946
chandsp01,1947
chapmar01,2012
chapmar01,2013
chapmar01,2014
chapmar01,2015
chapmar01,2018
chapmar01,2019
chapmar01,2021
chapmar01,2025
chapmbe01,1933
chapmbe01,1934
chapmbe01,1935
chapmbe01,1936
chapmma01,2019
chapmsa01,1946
charlno01,1992
charlos99,1933
charlos99,1934
charlos99,1935
chartba01,1943
chishja01,2022
chishja01,2025
choosh01,2018
chrisru01,1945
cimolgi01,1957
cirilje01,1997
cirilje01,2000
clancji01,1982
clarkbo05,1940
clarkbu01,1940
clarkja01,1978
clarkja01,1979
clarkja01,1985
clarkja01,1987
clarkto02,2001
clarkwe01,1946
clarkwe01,1947
clarkwe01,1948
clarkwi02,1988
clarkwi02,1989
clarkwi02,1990
clarkwi02,1991
clarkwi02,1992
clarkwi02,1994
claseem01,2022
claseem01,2023
claseem01,2024
claytro01,1997
claytza01,1937
clearma01,1979
clearma01,1982
clemema01,2005
clemero01,1960
clemero01,1960
clemero01,1961
clemero01,1961
clemero01,1962
clemero01,1962
clemero01,1963
clemero01,1964
clemero01,1965
clemero01,1966
clemero01,1967
clemero01,1969
clemero01,1970
clemero01,1971
clemero01,1972
clemero02,1986
clemero02,1988
clemero02,1990
clemero02,1991
clemero02,1992
clemero02,1997
clemero02,1998
clemero02,2001
clemero02,2003
clemero02,2004
clemero02,2005
clevedu01,1941
cliftha01,1937
clippty01,2011
clippty01,2014
coateji01,1960
coateji01,1960
cobbal01,2023
cochrmi01,1934
cochrmi01,1935
cohenji01,1948
coimbpa01,1941
coimbpa01,1943
coimbpa01,1944
coimbpa01,1944
colasjo01,1947
colasjo01,1948
colavro01,1959
colavro01,1959
colavro01,1961
colavro01,1961
colavro01,1962
colavro01,1962
colavro01,1964
colavro01,1965
colavro01,1966
colbena01,1971
colbena01,1972
colbena01,1973
colboji01,1973
colege01,2015
colege01,2018
colege01,2019
colege01,2021
colege01,2022
colege01,2023
colemje01,1950
colemjo04,1948
colemjo05,1972
colemvi01,1988
colemvi01,1989
collipe01,1939
colliri02,1935
colliri02,1936
colliri02,1937
colomal01,2016
colonba01,1998
colonba01,2005
colonba01,2013
colonba01,2016
conceda01,1973
conceda01,1975
conceda01,1976
conceda01,1977
conceda01,1978
conceda01,1979
conceda01,1980
conceda01,1981
conceda01,1982
coneda01,1988
coneda01,1992
coneda01,1994
coneda01,1997
coneda01,1999
confomi01,2017
conigto01,1967
coninje01,1994
coninje01,1995
conlege01,1954
conlege01,1955
conlege01,1959
conlege01,1959
consusa01,1954
contrjo01,2006
contrwi01,2018
contrwi01,2019
contrwi01,2022
contrwi02,2022
contrwi02,2024
cookaa01,2008
cookry01,2012
coomero01,1999
coopean99,1936
coopece01,1979
coopece01,1980
coopece01,1982
coopece01,1983
coopece01,1985
coopega03,2022
coopemo01,1942
coopemo01,1943
coopemo01,1945
coopemo01,1946
coopesc01,1993
coopesc01,1994
coopewa01,1942
coopewa01,1943
coopewa01,1944
coopewa01,1946
coopewa01,1947
coopewa01,1948
coopewa01,1949
coopewa01,1950
corajo01,1997
corbedo01,1981
corbipa01,2013
corbipa01,2018
cordech01,2005
cordefr01,2004
cordefr01,2007
cordefr01,2009
cordewi01,1994
cornewi01,1935
cornewi01,1936
cornewi01,1938
correca01,2017
correca01,2021
correca01,2024
correke01,2011
cortene01,2022
coscape01,1940
cowanjo01,1945
cozarza01,2017
craigal01,2013
crainje01,2013
cramedo01,1935
cramedo01,1937
cramedo01,1938
cramedo01,1939
cramedo01,1940
crandde01,1953
crandde01,1954
crandde01,1955
crandde01,1956
crandde01,1958
crandde01,1959
crandde01,1959
crandde01,1960
crandde01,1960
crandde01,1962
crandde01,1962
crawfbr01,2015
crawfbr01,2018
crawfbr01,2021
crawfca02,2004
crawfca02,2007
crawfca02,2009
crawfca02,2010
credejo01,2008
crespal01,1940
crochga01,2024
crochga01,2025
croncj01,2022
croneja01,2021
croneja01,2022
cronijo01,1933
cronijo01,1934
cronijo01,1935
cronijo01,1937
cronijo01,1938
cronijo01,1939
cronijo01,1941
crosefr01,1936
crosefr01,1939
crowaa01,2011
crowape01,2025
crowdal01,1933
crowege01,1948
crowege01,1958
crutcji01,1934
crutcji01,1935
crutcji01,1936
crutcji01,1941
cruzjo01,1980
cruzjo01,1985
cruzne02,2009
cruzne02,2013
cruzne02,2014
cruzne02,2015
cruzne02,2017
cruzne02,2018
cruzne02,2021
cuccito01,1933
cuccito01,1938
cuccito01,1945
cuddymi01,2011
cuddymi01,2013
cuellmi01,1967
cuellmi01,1970
cuellmi01,1971
cuellmi01,1974
cuetojo01,2014
cuetojo01,2016
cullero01,1941
cullero01,1944
culpra01,1963
culpra01,1969
cunnijo01,1959
cunnijo01,1959
currygo01,1940
currygo01,1943
cuyleki01,1934
dahlda01,2019
dahlgba01,1943
daleybu01,1959
daleybu01,1959
daleybu01,1960
daleybu01,1960
damonjo01,2002
damonjo01,2005
dandrra99,1935
dandrra99,1937
dandrra99,1944
dandrra99,1944
danniha01,1938
danniha01,1939
danniha01,1940
danniha01,1941
darkal01,1951
darkal01,1952
darkal01,1954
darliro01,1985
darnatr01,2022
darviyu01,2012
darviyu01,2013
darviyu01,2014
darviyu01,2017
darviyu01,2021
daultda01,1992
daultda01,1993
daultda01,1995
davalvi01,1965
davenji01,1962
davenll01,1937
davenll01,1939
davenll01,1939
davenll01,1942
davenll01,1943
davenll01,1943
davenll01,1944
davenll01,1945
davisal01,1984
davisch01,1984
davisch01,1986
davisch01,1994
davisch02,2013
daviscu01,1936
daviscu01,1939
daviser01,1987
daviser01,1989
davisgl01,1986
davisgl01,1989
davisjo02,1984
davisjo02,1986
davisjo07,1943
davisjo07,1944
davisjo07,1944
davisjo07,1945
davisma01,1988
davisma01,1989
davispi01,1945
davispi01,1946
davispi01,1947
davispi01,1948
davisro02,1981
davisro05,1939
davisst04,1933
davisto02,1962
davisto02,1962
davisto02,1963
daviswa01,2015
daviswa01,2016
daviswa01,2017
daviswi02,1971
daviswi02,1973
dawlebi01,1983
dawsoan01,1981
dawsoan01,1982
dawsoan01,1983
dawsoan01,1987
dawsoan01,1988
dawsoan01,1989
dawsoan01,1990
dawsoan01,1991
dayle99,1935
dayle99,1937
dayle99,1939
dayle99,1942
dayle99,1943
dayle99,1943
dayle99,1946
deandi01,1934
deandi01,1935
deandi01,1936
deandi01,1937
decindo01,1983
decuili01,1940
degroja01,2015
degroja01,2018
degroja01,2019
degroja01,2021
degroja01,2025
dejonpa01,2019
delabst01,2013
delacel01,2024
delacel01,2025
delgaca01,2000
delgaca01,2003
demaejo01,1957
demarfr02,1936
demarfr02,1937
dempsry01,2000
dempsry01,2008
dentbu01,1975
dentbu01,1980
dentbu01,1981
derripa01,1935
derripa01,1938
derripa01,1939
derripa01,1940
derripa01,1941
derripa01,1942
desmoia01,2012
desmoia01,2016
devench02,2017
deverra01,2021
deverra01,2022
deverra01,2024
dialslo01,1936
diazal02,2016
diazal03,2023
diazbo01,1981
diazbo01,1987
diazed04,2018
diazed04,2022
diazed04,2025
diazel01,2023
diazfe02,1946
diazya01,2023
dibblro01,1990
dibblro01,1991
dickebi01,1933
dickebi01,1934
dickebi01,1936
dickebi01,1937
dickebi01,1938
dickebi01,1939
dickebi01,1940
dickebi01,1941
dickebi01,1942
dickebi01,1943
dickebi01,1946
dickeco01,2017
dickera01,2012
dicksja01,1997
dicksmu01,1953
dierkla01,1969
dierkla01,1971
dietzdi01,1970
dihigma99,1935
dihigma99,1945
dillibo01,1949
dimagdo01,1941
dimagdo01,1942
dimagdo01,1946
dimagdo01,1949
dimagdo01,1950
dimagdo01,1951
dimagdo01,1952
dimagjo01,1936
dimagjo01,1937
dimagjo01,1938
dimagjo01,1939
dimagjo01,1940
dimagjo01,1941
dimagjo01,1942
dimagjo01,1946
dimagjo01,1947
dimagjo01,1948
dimagjo01,1949
dimagjo01,1950
dimagjo01,1951
dimagvi01,1943
dimagvi01,1944
disarga01,1995
dixonra01,1933
dixonra01,1934
dobsojo01,1948
dobsopa01,1972
dobyla01,1946
dobyla01,1949
dobyla01,1950
dobyla01,1951
dobyla01,1952
dobyla01,1953
dobyla01,1954
dobyla01,1955
doerrbo01,1941
doerrbo01,1942
doerrbo01,1943
doerrbo01,1944
doerrbo01,1946
doerrbo01,1947
doerrbo01,1948
doerrbo01,1950
doerrbo01,1951
donaljo02,2014
donaljo02,2015
donaljo02,2016
donnebr01,2003
donovbr01,2025
donovdi01,1955
donovdi01,1961
donovdi01,1961
donovdi01,1962
doolise01,2014
doolise01,2018
dotsori01,1984
dovalca01,2023
downial01,1967
downibr01,1979
doziebr01,2015
drabedo01,1994
draveda01,1983
drewjd01,2008
dropowa01,1950
drysddo01,1959
drysddo01,1959
drysddo01,1961
drysddo01,1962
drysddo01,1963
drysddo01,1964
drysddo01,1965
drysddo01,1967
drysddo01,1968
duanycl01,1947
duchsju01,2005
duchsju01,2008
dukeza01,2009
duncada01,1971
duncafr02,1938
duncafr02,1943
duncafr02,1944
duncama01,1994
dunlahe01,1936
dunnad01,2002
dunnad01,2012
dunnal01,1937
dunnja02,1937
dunnja02,1938
dunnja02,1939
dunstsh01,1988
dunstsh01,1990
duranja01,2024
durenry01,1958
durenry01,1959
durenry01,1959
durenry01,1961
durhale01,1982
durhale01,1983
durhara01,1998
durhara01,2000
durocle01,1936
durocle01,1938
