playerID,awardID,yearID,lgID
cabremi01,Player of the Week,2010,AL
cabremi01,Player of the Week,2010,AL
cabremi01,Player of the Week,2012,AL
cabremi01,Player of the Week,2012,AL
cabremi01,Player of the Week,2013,AL
cabremi01,Player of the Week,2014,AL
cabremi01,Player of the Week,2015,AL
cabremi01,Player of the Week,2016,AL
cabremi01,Player of the Week,2016,AL
cabremi01,Player of the Week,2022,AL
cabremi01,Rookie of the Month,2003,NL
cabremi01,Rookie of the Month,2003,NL
cabremi01,Silver Slugger,2005,NL
cabremi01,Silver Slugger,2006,NL
cabremi01,Silver Slugger,2010,AL
cabremi01,Silver Slugger,2012,AL
cabremi01,Silver Slugger,2013,AL
cabremi01,Silver Slugger,2015,AL
cabremi01,Silver Slugger,2016,AL
cabremi01,This Year in Baseball Hitter of the Year,2012,ML
cabremi01,This Year in Baseball Hitter of the Year,2013,ML
cabremi01,Triple Crown,2012,AL
cabremi01,TSN All-Star,2005,NL
cabremi01,TSN All-Star,2016,AL
cabremi01,TSN Major League Player of the Year,2012,ML
cabremi01,TSN Major League Player of the Year,2013,ML
cabreor01,Gold Glove,2001,NL
cabreor01,Gold Glove,2007,AL
cabreor01,This Year in Baseball Defensive Player of the Year,2008,ML
cahiltr01,Player of the Week,2010,AL
cainlo01,ALCS MVP,2014,AL
cainlo01,Gold Glove,2019,NL
cainlo01,Player of the Week,2015,AL
cainlo01,TSN All-Star,2018,NL
cainma01,Player of the Week,2012,NL
cainma01,This Year in Baseball Pitching Performance of the Year,2012,ML
caldwmi01,Player of the Week,1978,AL
caldwmi01,Player of the Week,1978,AL
caldwmi01,Player of the Week,1984,AL
caldwmi01,TSN Comeback Player of the Year,1978,AL
calhoko01,Gold Glove,2015,AL
calhoko01,Player of the Week,2020,NL
callijo01,All-Star Game MVP,1964,ML
camermi01,Gold Glove,2001,AL
camermi01,Gold Glove,2003,AL
camermi01,Gold Glove,2006,NL
camermi01,Player of the Week,2001,AL
camermi01,Player of the Week,2002,AL
camildo01,Baseball Magazine All-Star,1941,ML
camildo01,Baseball Magazine All-Star,1941,NL
camildo01,Most Valuable Player,1941,NL
camildo01,TSN All-Star,1941,ML
camildo01,TSN Guide MVP,1941,NL
caminju01,All-MLB Team - Second Team,2025,ML
caminju01,Player of the Week,2025,AL
caminke01,Gold Glove,1995,NL
caminke01,Gold Glove,1996,NL
caminke01,Gold Glove,1997,NL
caminke01,MLB Players Choice Outstanding Player,1996,NL
caminke01,Most Valuable Player,1996,NL
caminke01,Player of the Month,1996,NL
caminke01,Player of the Month,1996,NL
caminke01,Player of the Week,1987,NL
caminke01,Player of the Week,1991,NL
caminke01,Player of the Week,1992,NL
caminke01,Player of the Week,1995,NL
caminke01,Player of the Week,1995,NL
caminke01,Player of the Week,1996,NL
caminke01,Player of the Week,1996,NL
caminke01,Silver Slugger,1996,NL
caminke01,TSN All-Star,1996,NL
camniho01,Baseball Magazine All-Star,1909,NL
campabe01,Babe Ruth Award,1973,AL
campabe01,Player of the Week,1976,AL
campabe01,TSN All-Star,1973,AL
campabe01,TSN All-Star,1974,AL
camparo01,Baseball Magazine All-Star,1949,NL
camparo01,Baseball Magazine All-Star,1950,NL
camparo01,Most Valuable Player,1951,NL
camparo01,Most Valuable Player,1953,NL
camparo01,Most Valuable Player,1955,NL
camparo01,TSN All-Star,1949,ML
camparo01,TSN All-Star,1951,ML
camparo01,TSN All-Star,1953,ML
camparo01,TSN All-Star,1955,ML
camparo01,TSN Player of the Year,1953,NL
campbbi02,Player of the Week,1974,AL
campbbi02,Reliever of the Year Award,1976,AL
campbbi02,Reliever of the Year Award,1977,AL
campbbi02,TSN Fireman of the Year,1976,AL
campbbi02,TSN Fireman of the Year,1977,AL
campri01,Pitcher of the Month,1981,NL
campri01,Player of the Week,1980,NL
campri01,Player of the Week,1981,NL
campri01,Player of the Week,1981,NL
candeje01,Player of the Week,2020,AL
candejo01,Pitcher of the Month,1982,NL
candejo01,Player of the Week,1976,NL
candejo01,Player of the Week,1977,NL
candejo01,Player of the Week,1982,NL
candejo01,TSN Comeback Player of the Year,1986,AL
candito01,Player of the Week,1987,AL
candito01,Player of the Week,1992,NL
canhama01,Player of the Week,2019,AL
cannigr01,Gold Glove,2020,AL
canoro01,All-Star Game MVP,2017,AL
canoro01,Gold Glove,2010,AL
canoro01,Gold Glove,2012,AL
canoro01,Player of the Month,2006,AL
canoro01,Player of the Month,2010,AL
canoro01,Player of the Week,2005,AL
canoro01,Player of the Week,2007,AL
canoro01,Player of the Week,2007,AL
canoro01,Player of the Week,2010,AL
canoro01,Player of the Week,2010,AL
canoro01,Player of the Week,2012,AL
canoro01,Player of the Week,2016,AL
canoro01,Rookie of the Month,2005,AL
canoro01,Silver Slugger,2006,AL
canoro01,Silver Slugger,2010,AL
canoro01,Silver Slugger,2011,AL
canoro01,Silver Slugger,2012,AL
canoro01,Silver Slugger,2013,AL
canoro01,This Year in Baseball Rookie of the Year,2005,ML
canoro01,TSN All-Star,2006,AL
cansejo01,Most Valuable Player,1988,AL
cansejo01,Player of the Month,1988,AL
cansejo01,Player of the Month,1990,AL
cansejo01,Player of the Week,1985,AL
cansejo01,Player of the Week,1987,AL
cansejo01,Player of the Week,1989,AL
cansejo01,Player of the Week,1990,AL
cansejo01,Player of the Week,1991,AL
cansejo01,Player of the Week,1992,AL
cansejo01,Player of the Week,1996,AL
cansejo01,Player of the Week,1999,AL
cansejo01,Rookie of the Year,1986,AL
cansejo01,Silver Slugger,1988,AL
cansejo01,Silver Slugger,1990,AL
cansejo01,Silver Slugger,1991,AL
cansejo01,Silver Slugger,1998,AL
cansejo01,TSN All-Star,1988,AL
cansejo01,TSN All-Star,1990,AL
cansejo01,TSN All-Star,1991,AL
cansejo01,TSN All-Star,1998,AL
cansejo01,TSN Comeback Player of the Year,1994,AL
cansejo01,TSN Player of the Year,1988,AL
cansejo01,TSN Rookie Player of the Year,1986,AL
cantujo01,Player of the Week,2009,NL
cantwbe01,Baseball Magazine All-Star,1933,NL
cappsma01,Reliever of the Month,2010,ML
caprabu01,Player of the Month,1974,NL
caprabu01,Player of the Week,1974,NL
capuach01,Player of the Week,2006,NL
carbobe01,Player of the Week,1974,AL
carbobe01,TSN Rookie Player of the Year,1970,NL
cardele01,Gold Glove,1965,NL
cardele01,TSN All-Star,1971,AL
carewro01,Bob Feller Act of Valor Award - HOF Player,2016,ML
carewro01,Most Valuable Player,1977,AL
carewro01,Player of the Month,1974,AL
carewro01,Player of the Month,1977,AL
carewro01,Player of the Month,1977,AL
carewro01,Player of the Month,1980,AL
carewro01,Player of the Month,1983,AL
carewro01,Player of the Week,1975,AL
carewro01,Player of the Week,1976,AL
carewro01,Player of the Week,1977,AL
carewro01,Player of the Week,1983,AL
carewro01,Player of the Week,1985,AL
carewro01,Roberto Clemente Award,1977,ML
carewro01,Rookie of the Year,1967,AL
carewro01,TSN All-Star,1967,AL
carewro01,TSN All-Star,1968,AL
carewro01,TSN All-Star,1969,AL
carewro01,TSN All-Star,1972,AL
carewro01,TSN All-Star,1973,AL
carewro01,TSN All-Star,1974,AL
carewro01,TSN All-Star,1975,AL
carewro01,TSN All-Star,1977,AL
carewro01,TSN All-Star,1978,AL
carewro01,TSN Major League Player of the Year,1977,ML
carewro01,TSN Player of the Year,1977,AL
carewro01,TSN Rookie Player of the Year,1967,AL
careyma01,Baseball Magazine All-Star,1917,NL
careyma01,Baseball Magazine All-Star,1922,ML
careyma01,Baseball Magazine All-Star,1922,NL
careyma01,Baseball Magazine All-Star,1925,NL
careyma01,TSN All-Star,1925,ML
carlsha01,Baseball Magazine All-Star,1926,NL
carltst01,Cy Young Award,1972,NL
carltst01,Cy Young Award,1977,NL
carltst01,Cy Young Award,1980,NL
carltst01,Cy Young Award,1982,NL
carltst01,Gold Glove,1981,NL
carltst01,Pitcher of the Month,1980,NL
carltst01,Pitching Triple Crown,1972,NL
carltst01,Player of the Week,1977,NL
carltst01,Player of the Week,1979,NL
carltst01,Player of the Week,1980,NL
carltst01,TSN All-Star,1969,NL
carltst01,TSN All-Star,1971,NL
carltst01,TSN All-Star,1972,NL
carltst01,TSN All-Star,1977,NL
carltst01,TSN All-Star,1979,NL
carltst01,TSN All-Star,1980,NL
carltst01,TSN All-Star,1982,NL
carltst01,TSN Pitcher of the Year,1972,NL
carltst01,TSN Pitcher of the Year,1977,NL
carltst01,TSN Pitcher of the Year,1980,NL
carltst01,TSN Pitcher of the Year,1982,NL
carmofa01,Pitcher of the Month,2007,AL
carmofa01,Player of the Week,2007,AL
carpech01,Cy Young Award,2005,NL
carpech01,MLB Players Choice Comeback Player,2004,NL
carpech01,MLB Players Choice Comeback Player,2009,NL
carpech01,MLB Players Choice Outstanding Pitcher,2005,NL
carpech01,MLB Players Choice Outstanding Pitcher,2006,NL
carpech01,Pitcher of the Month,2009,NL
carpech01,Player of the Week,2005,NL
carpech01,Player of the Week,2006,NL
carpech01,Player of the Week,2006,NL
carpech01,Player of the Week,2006,NL
carpech01,This Year in Baseball Starter of the Year,2005,ML
carpech01,TSN Comeback Player of the Year,2004,NL
carpech01,TSN Comeback Player of the Year,2009,NL
carpech01,TSN Pitcher of the Year,2005,NL
carpech01,TSN Pitcher of the Year,2006,NL
carpech02,Comeback Player of the Year,2009,NL
carpema01,Player of the Month,2018,NL
carpema01,Player of the Week,2015,NL
carpema01,Player of the Week,2016,NL
carpema01,Player of the Week,2018,NL
carpema01,Player of the Week,2018,NL
carpema01,Player of the Week,2022,AL
carpema01,Silver Slugger,2013,NL
carpmi01,Rookie of the Month,2011,AL
carraca01,Comeback Player of the Year,2019,AL
carraca01,MLB Players Choice Comeback Player,2020,AL
carraca01,Roberto Clemente Award,2019,ML
carraca01,TSN Comeback Player of the Year,2020,AL
carribi02,Baseball Magazine All-Star,1909,AL
carribi02,Baseball Magazine All-Star,1909,ML
carribi02,Baseball Magazine All-Star,1911,AL
carrocl02,TSN Fireman of the Year,1972,NL
carroco02,All-MLB Team - First Team,2023,ML
carroco02,All-MLB Team - Second Team,2025,ML
carroco02,MLB Players Choice Outstanding Rookie,2023,NL
carroco02,Player of the Month,2024,NL
carroco02,Player of the Week,2023,NL
carroco02,Player of the Week,2024,NL
carroco02,Rookie of the Month,2023,NL
carroco02,Rookie of the Year,2023,NL
carroco02,Silver Slugger,2025,NL
carroco02,TSN All-Star,2024,NL
carroco02,TSN All-Star,2025,NL
carroco02,TSN Rookie of the Year,2023,NL
cartech02,Player of the Week,2014,AL
cartega01,All-Star Game MVP,1981,ML
cartega01,All-Star Game MVP,1984,ML
cartega01,Gold Glove,1980,NL
cartega01,Gold Glove,1981,NL
cartega01,Gold Glove,1982,NL
cartega01,Player of the Month,1980,NL
cartega01,Player of the Month,1985,NL
cartega01,Player of the Week,1975,NL
cartega01,Player of the Week,1980,NL
cartega01,Player of the Week,1981,NL
cartega01,Player of the Week,1985,NL
cartega01,Roberto Clemente Award,1989,ML
cartega01,Silver Slugger,1981,NL
cartega01,Silver Slugger,1982,NL
cartega01,Silver Slugger,1984,NL
cartega01,Silver Slugger,1985,NL
cartega01,Silver Slugger,1986,NL
cartega01,TSN All-Star,1980,NL
cartega01,TSN All-Star,1981,NL
cartega01,TSN All-Star,1982,NL
cartega01,TSN All-Star,1984,NL
cartega01,TSN All-Star,1985,NL
cartega01,TSN All-Star,1986,NL
cartega01,TSN Rookie Player of the Year,1975,NL
cartejo01,Player of the Month,1991,AL
cartejo01,Player of the Month,1994,AL
cartejo01,Player of the Week,1986,AL
cartejo01,Player of the Week,1989,AL
cartejo01,Player of the Week,1991,AL
cartejo01,Player of the Week,1992,AL
cartejo01,Player of the Week,1992,AL
cartejo01,Player of the Week,1994,AL
cartejo01,Player of the Week,1994,AL
cartejo01,Silver Slugger,1991,AL
cartejo01,Silver Slugger,1992,AL
cartejo01,TSN All-Star,1991,AL
cartejo01,TSN All-Star,1992,AL
cartyri01,Player of the Week,1977,AL
casanpa01,TSN All-Star,1966,AL
casastr01,Rookie of the Month,2023,AL
caseyse01,Hutch Award,1999,ML
caseyse01,This Year in Baseball Oddity of the Year,2006,ML
cashda01,Player of the Week,1975,NL
cashda01,Player of the Week,1976,NL
cashnan01,Player of the Week,2014,NL
cashno01,TSN All-Star,1961,AL
cashno01,TSN All-Star,1971,AL
cashno01,TSN Comeback Player of the Year,1965,AL
cashno01,TSN Comeback Player of the Year,1971,AL
casteni01,All-MLB Team - Second Team,2021,ML
casteni01,Player of the Week,2018,AL
casteni01,Player of the Week,2020,NL
casteni01,Silver Slugger,2021,NL
castijo01,Rookie of the Year,1979,AL
castijo02,Player of the Week,2006,NL
castilu01,Gold Glove,2003,NL
castilu01,Gold Glove,2004,NL
castilu01,Gold Glove,2005,NL
castilu01,Player of the Week,2002,NL
castilu02,Pitcher of the Month,2019,NL
castivi02,Player of the Week,1995,NL
castivi02,Player of the Week,1996,NL
castivi02,Player of the Week,1997,NL
castivi02,Player of the Week,2004,NL
castivi02,Silver Slugger,1995,NL
castivi02,Silver Slugger,1997,NL
castivi02,Silver Slugger,1998,NL
castivi02,TSN All-Star,1995,NL
castivi02,TSN All-Star,1997,NL
castivi02,TSN All-Star,1998,NL
castrja01,Player of the Week,2013,AL
castrja01,Player of the Week,2013,AL
castrst01,Player of the Week,2011,NL
castrst01,Player of the Week,2011,NL
catalfr01,Player of the Week,2005,AL
catalfr01,Player of the Week,2005,AL
cavarph01,Baseball Magazine All-Star,1945,ML
cavarph01,Baseball Magazine All-Star,1945,NL
cavarph01,Baseball Magazine All-Star,1946,NL
cavarph01,Most Valuable Player,1945,NL
cavarph01,TSN All-Star,1945,ML
ceasedy01,All-MLB Team - Second Team,2022,ML
ceasedy01,All-MLB Team - Second Team,2024,ML
ceasedy01,Pitcher of the Month,2022,AL
ceasedy01,Pitcher of the Month,2022,AL
ceasedy01,Pitcher of the Month,2024,NL
ceasedy01,Player of the Week,2024,NL
cedenan01,Player of the Week,1991,NL
cedence01,Gold Glove,1972,NL
cedence01,Gold Glove,1973,NL
cedence01,Gold Glove,1974,NL
cedence01,Gold Glove,1975,NL
cedence01,Gold Glove,1976,NL
cedence01,Player of the Month,1977,NL
cedence01,Player of the Week,1976,NL
cedence01,Player of the Week,1977,NL
cedence01,TSN All-Star,1972,NL
cedence01,TSN All-Star,1973,NL
cedence01,TSN All-Star,1976,NL
cedence01,TSN All-Star,1980,NL
cepedor01,Most Valuable Player,1967,NL
cepedor01,Outstanding DH Award,1973,AL
cepedor01,Rookie of the Year,1958,NL
cepedor01,TSN All-Star,1959,ML
cepedor01,TSN All-Star,1961,NL
cepedor01,TSN All-Star,1962,NL
cepedor01,TSN All-Star,1967,NL
cepedor01,TSN Player of the Year,1967,NL
cepedor01,TSN Rookie of the Year,1958,NL
ceronri01,TSN All-Star,1980,AL
cespeyo01,Gold Glove,2015,AL
cespeyo01,Player of the Week,2012,AL
cespeyo01,Player of the Week,2015,NL
cespeyo01,Rookie of the Month,2012,AL
cespeyo01,Silver Slugger,2016,NL
cespeyo01,TSN All-Star,2016,NL
ceyro01,Babe Ruth Award,1981,NL
ceyro01,Lou Gehrig Memorial Award,1982,ML
ceyro01,Player of the Month,1977,NL
ceyro01,Player of the Week,1973,NL
ceyro01,Player of the Week,1977,NL
ceyro01,Player of the Week,1981,NL
ceyro01,Player of the Week,1983,NL
ceyro01,World Series MVP,1981,ML
chacigu01,Rookie of the Month,2005,AL
chacigu01,Rookie of the Month,2005,AL
chacosh01,Pitcher of the Month,2003,NL
chacosh01,Player of the Week,2003,NL
chambch01,Gold Glove,1978,AL
chambch01,Player of the Week,1977,AL
chambch01,Player of the Week,1983,NL
chambch01,Rookie of the Year,1971,AL
chambch01,TSN All-Star,1976,AL
chambch01,TSN Rookie Player of the Year,1971,AL
chambwe01,Player of the Week,1991,NL
chancde01,Cy Young Award,1964,ML
chancde01,TSN All-Star,1964,AL
chancde01,TSN Comeback Player of the Year,1967,AL
chancde01,TSN Pitcher of the Year,1964,AL
chancfr01,Baseball Magazine All-Star,1909,NL
chancfr01,Baseball Magazine All-Star,1910,NL
chandsp01,Baseball Magazine All-Star,1942,AL
chandsp01,Baseball Magazine All-Star,1943,AL
chandsp01,Baseball Magazine All-Star,1943,ML
chandsp01,Most Valuable Player,1943,AL
chandsp01,TSN All-Star,1943,ML
chandsp01,TSN Guide MVP,1943,AL
chandsp01,TSN Major League Player of the Year,1943,ML
chapmar01,All-MLB Team - First Team,2025,ML
chapmar01,All-MLB Team - Second Team,2019,ML
chapmar01,Reliever of the Month,2012,ML
chapmar01,Reliever of the Month,2012,ML
chapmar01,Reliever of the Month,2017,AL
chapmar01,Reliever of the Month,2019,AL
chapmar01,Reliever of the Month,2019,AL
chapmar01,Reliever of the Month,2025,AL
chapmar01,Reliever of the Year Award,2019,AL
chapmar01,Reliever of the Year Award,2025,AL
chapmar01,TSN All-Star,2025,AL
chapmma01,Gold Glove,2018,AL
chapmma01,Gold Glove,2019,AL
chapmma01,Gold Glove,2021,AL
chapmma01,Gold Glove,2023,AL
chapmma01,Gold Glove,2024,NL
chapmma01,Platinum Glove,2018,AL
chapmma01,Platinum Glove,2019,AL
chapmma01,Player of the Month,2023,AL
chapmma01,Player of the Week,2023,AL
chapmma01,TSN All-Star,2024,NL
chapmra01,Baseball Magazine All-Star,1917,AL
chapmra01,Baseball Magazine All-Star,1917,ML
chapmra01,Baseball Magazine All-Star,1918,AL
charbjo01,Player of the Week,1980,AL
charbjo01,Player of the Week,1980,AL
charbjo01,Rookie of the Year,1980,AL
charbjo01,TSN Rookie Player of the Year,1980,AL
charlno01,Pitcher of the Month,1995,AL
chaseha01,Baseball Magazine All-Star,1908,AL
chaseha01,Baseball Magazine All-Star,1908,ML
chaseha01,Baseball Magazine All-Star,1909,AL
chaseha01,Baseball Magazine All-Star,1909,ML
chaseha01,Baseball Magazine All-Star,1910,AL
chaseha01,Baseball Magazine All-Star,1910,ML
chaseha01,Baseball Magazine All-Star,1911,AL
chaseha01,Baseball Magazine All-Star,1911,ML
chaseha01,Baseball Magazine All-Star,1917,NL
chaveen01,Rookie of the Month,2002,NL
chaveen01,This Year in Baseball Postseason Moment of the Year,2006,ML
chaveer01,Gold Glove,2001,AL
chaveer01,Gold Glove,2002,AL
chaveer01,Gold Glove,2003,AL
chaveer01,Gold Glove,2004,AL
chaveer01,Gold Glove,2005,AL
chaveer01,Gold Glove,2006,AL
chaveer01,Player of the Month,2001,AL
chaveer01,Player of the Week,2002,AL
chaveer01,Player of the Week,2005,AL
chaveer01,Silver Slugger,2002,AL
chaveer01,TSN All-Star,2002,AL
chavimi01,Rookie of the Month,2019,AL
chiselo01,This Year in Baseball Hitting Performance of the Year,2014,ML
chishja01,Silver Slugger,2025,AL
chishja01,TSN All-Star,2025,AL
choihe01,Rookie of the Month,2003,NL
choosh01,Player of the Month,2008,AL
choosh01,Player of the Month,2015,AL
choosh01,Player of the Week,2010,AL
choosh01,Player of the Week,2010,AL
chrisla01,Pitcher of the Month,1977,NL
chrisla01,Player of the Week,1978,NL
churcry01,Rookie of the Month,2005,NL
cicoted01,Baseball Magazine All-Star,1917,AL
cicoted01,Baseball Magazine All-Star,1919,AL
cirilje01,Player of the Week,1999,NL
cirilje01,Player of the Week,2000,NL
cishest01,Player of the Week,2013,NL
cishest01,Player of the Week,2014,NL
clancji01,Pitcher of the Month,1987,AL
clancji01,Player of the Week,1982,AL
clancji01,Player of the Week,1987,AL
clarkfr01,Baseball Magazine All-Star,1908,ML
clarkfr01,Baseball Magazine All-Star,1908,NL
clarkfr01,Baseball Magazine All-Star,1909,ML
clarkfr01,Baseball Magazine All-Star,1909,NL
clarkfr01,Baseball Magazine All-Star,1911,ML
clarkfr01,Baseball Magazine All-Star,1911,NL
clarkja01,Player of the Month,1978,NL
clarkja01,Player of the Week,1978,NL
clarkja01,Player of the Week,1978,NL
clarkja01,Player of the Week,1980,NL
clarkja01,Player of the Week,1982,NL
clarkja01,Player of the Week,1987,NL
clarkja01,Silver Slugger,1985,NL
clarkja01,Silver Slugger,1987,NL
clarkja01,TSN All-Star,1978,NL
clarkja01,TSN All-Star,1987,NL
clarkjo01,Pitching Triple Crown,1889,NL
clarkma01,Player of the Week,1997,NL
clarkto02,Player of the Week,1996,AL
clarkto02,Player of the Week,1997,AL
clarkto02,Player of the Week,2000,AL
clarkwa02,Baseball Magazine All-Star,1932,NL
clarkwi02,Gold Glove,1991,NL
clarkwi02,NLCS MVP,1989,NL
clarkwi02,Player of the Month,1988,NL
clarkwi02,Player of the Month,1989,NL
clarkwi02,Player of the Month,1989,NL
clarkwi02,Player of the Month,1991,NL
clarkwi02,Player of the Week,1987,NL
clarkwi02,Player of the Week,1987,NL
clarkwi02,Player of the Week,1988,NL
clarkwi02,Player of the Week,1988,NL
clarkwi02,Player of the Week,1989,NL
clarkwi02,Player of the Week,1991,NL
clarkwi02,Player of the Week,1994,AL
clarkwi02,Player of the Week,2000,NL
clarkwi02,Silver Slugger,1989,NL
clarkwi02,Silver Slugger,1991,NL
clarkwi02,TSN All-Star,1988,NL
clarkwi02,TSN All-Star,1989,NL
clarkwi02,TSN All-Star,1991,NL
claseem01,All-MLB Team - First Team,2022,ML
claseem01,All-MLB Team - First Team,2024,ML
claseem01,All-MLB Team - Second Team,2023,ML
claseem01,Reliever of the Month,2021,AL
claseem01,Reliever of the Month,2022,AL
claseem01,Reliever of the Month,2022,AL
claseem01,Reliever of the Month,2022,AL
claseem01,Reliever of the Month,2024,AL
claseem01,Reliever of the Month,2024,AL
claseem01,Reliever of the Month,2024,AL
claseem01,Reliever of the Year,2024,AL
claseem01,Reliever of the Year Award,2022,AL
claseem01,TSN All-Star,2022,AL
claseem01,TSN All-Star,2024,AL
claseem01,TSN Reliever of the Year,2022,AL
claseem01,TSN Reliever of the Year,2024,AL
clearma01,Pitcher of the Month,1979,AL
clearma01,Pitcher of the Month,1981,AL
clearma01,Player of the Week,1980,AL
clearma01,TSN Rookie Pitcher of the Year,1979,AL
clemema01,Player of the Week,2002,NL
clemema01,Player of the Week,2003,NL
clemero01,Babe Ruth Award,1971,NL
clemero01,Gold Glove,1961,NL
clemero01,Gold Glove,1962,NL
clemero01,Gold Glove,1963,NL
clemero01,Gold Glove,1964,NL
clemero01,Gold Glove,1965,NL
clemero01,Gold Glove,1966,NL
clemero01,Gold Glove,1967,NL
clemero01,Gold Glove,1968,NL
clemero01,Gold Glove,1969,NL
clemero01,Gold Glove,1970,NL
clemero01,Gold Glove,1971,NL
clemero01,Gold Glove,1972,NL
clemero01,Most Valuable Player,1966,NL
clemero01,TSN All-Star,1961,NL
clemero01,TSN All-Star,1964,NL
clemero01,TSN All-Star,1966,NL
clemero01,TSN All-Star,1967,NL
clemero01,TSN All-Star,1972,NL
clemero01,TSN Player of the Year,1966,NL
clemero01,World Series MVP,1971,ML
clemero02,All-Star Game MVP,1986,ML
clemero02,Cy Young Award,1986,AL
clemero02,Cy Young Award,1987,AL
clemero02,Cy Young Award,1991,AL
clemero02,Cy Young Award,1997,AL
clemero02,Cy Young Award,1998,AL
clemero02,Cy Young Award,2001,AL
clemero02,Cy Young Award,2004,NL
clemero02,MLB Players Choice Outstanding Pitcher,1997,AL
clemero02,MLB Players Choice Outstanding Pitcher,1998,AL
clemero02,MLB Players Choice Outstanding Pitcher,2001,AL
clemero02,Most Valuable Player,1986,AL
clemero02,Pitcher of the Month,1984,AL
clemero02,Pitcher of the Month,1986,AL
clemero02,Pitcher of the Month,1986,AL
clemero02,Pitcher of the Month,1988,AL
clemero02,Pitcher of the Month,1990,AL
clemero02,Pitcher of the Month,1991,AL
clemero02,Pitcher of the Month,1991,AL
clemero02,Pitcher of the Month,1992,AL
clemero02,Pitcher of the Month,1992,AL
clemero02,Pitcher of the Month,1997,AL
clemero02,Pitcher of the Month,1997,AL
clemero02,Pitcher of the Month,1998,AL
clemero02,Pitcher of the Month,2000,AL
clemero02,Pitcher of the Month,2001,AL
clemero02,Pitcher of the Month,2004,NL
clemero02,Pitching Triple Crown,1997,AL
clemero02,Pitching Triple Crown,1998,AL
clemero02,Player of the Week,1986,AL
clemero02,Player of the Week,1987,AL
clemero02,Player of the Week,1987,AL
clemero02,Player of the Week,1988,AL
clemero02,Player of the Week,1988,AL
clemero02,Player of the Week,1991,AL
clemero02,Player of the Week,1996,AL
clemero02,Player of the Week,1997,AL
clemero02,Player of the Week,1998,AL
clemero02,Player of the Week,2002,AL
clemero02,Player of the Week,2003,AL
clemero02,TSN All-Star,1986,AL
clemero02,TSN All-Star,1987,AL
clemero02,TSN All-Star,1991,AL
clemero02,TSN All-Star,1997,AL
clemero02,TSN All-Star,2001,AL
clemero02,TSN Major League Player of the Year,1986,ML
clemero02,TSN Pitcher of the Year,1986,AL
clemero02,TSN Pitcher of the Year,1991,AL
clemero02,TSN Pitcher of the Year,1997,AL
clemero02,TSN Pitcher of the Year,1998,AL
clemero02,TSN Pitcher of the Year,2001,AL
clenddo01,World Series MVP,1969,ML
clevere01,TSN Rookie Pitcher of the Year,1971,NL
clevimi01,Pitcher of the Month,2019,AL
cliftha01,Baseball Magazine All-Star,1940,AL
cliftha01,Baseball Magazine All-Star,1940,ML
clippty01,Reliever of the Month,2012,ML
cobbal01,Player of the Week,2013,AL
cobbty01,Baseball Magazine All-Star,1908,AL
cobbty01,Baseball Magazine All-Star,1908,ML
cobbty01,Baseball Magazine All-Star,1909,AL
cobbty01,Baseball Magazine All-Star,1909,ML
cobbty01,Baseball Magazine All-Star,1910,AL
cobbty01,Baseball Magazine All-Star,1910,ML
cobbty01,Baseball Magazine All-Star,1911,AL
cobbty01,Baseball Magazine All-Star,1911,ML
cobbty01,Baseball Magazine All-Star,1912,AL
cobbty01,Baseball Magazine All-Star,1912,ML
cobbty01,Baseball Magazine All-Star,1913,AL
cobbty01,Baseball Magazine All-Star,1913,ML
cobbty01,Baseball Magazine All-Star,1914,AL
cobbty01,Baseball Magazine All-Star,1914,ML
cobbty01,Baseball Magazine All-Star,1915,AL
cobbty01,Baseball Magazine All-Star,1915,ML
cobbty01,Baseball Magazine All-Star,1916,AL
cobbty01,Baseball Magazine All-Star,1916,ML
cobbty01,Baseball Magazine All-Star,1917,AL
cobbty01,Baseball Magazine All-Star,1917,ML
cobbty01,Baseball Magazine All-Star,1918,AL
cobbty01,Baseball Magazine All-Star,1918,ML
cobbty01,Baseball Magazine All-Star,1919,AL
cobbty01,Baseball Magazine All-Star,1919,ML
cobbty01,Baseball Magazine All-Star,1921,AL
cobbty01,Baseball Magazine All-Star,1921,ML
cobbty01,Baseball Magazine All-Star,1922,AL
cobbty01,Baseball Magazine All-Star,1922,ML
cobbty01,Baseball Magazine All-Star,1924,AL
cobbty01,Most Valuable Player,1911,AL
cobbty01,Triple Crown,1909,AL
cochrmi01,Baseball Magazine All-Star,1925,AL
cochrmi01,Baseball Magazine All-Star,1925,ML
cochrmi01,Baseball Magazine All-Star,1927,AL
cochrmi01,Baseball Magazine All-Star,1927,ML
cochrmi01,Baseball Magazine All-Star,1928,AL
cochrmi01,Baseball Magazine All-Star,1929,AL
cochrmi01,Baseball Magazine All-Star,1929,ML
cochrmi01,Baseball Magazine All-Star,1930,AL
cochrmi01,Baseball Magazine All-Star,1930,ML
cochrmi01,Baseball Magazine All-Star,1931,AL
cochrmi01,Baseball Magazine All-Star,1931,ML
cochrmi01,Baseball Magazine All-Star,1932,AL
cochrmi01,Baseball Magazine All-Star,1932,ML
cochrmi01,Baseball Magazine All-Star,1933,AL
cochrmi01,Baseball Magazine All-Star,1933,ML
cochrmi01,Baseball Magazine All-Star,1934,AL
cochrmi01,Baseball Magazine All-Star,1934,ML
cochrmi01,Baseball Magazine All-Star,1935,AL
cochrmi01,Baseball Magazine All-Star,1935,ML
